E-33-12-SN-33;PARADA 7 / (M) BELLAVISTA DE LA FLORIDA;-33.5235695772538;-70.5990858298917
E-33-12-SN-40;PARADA 4 / (M) BELLAVISTA DE LA FLORIDA;-33.5215036804947;-70.5970451457905
E-33-134-NS-25;PARADA 9 / (M) BELLAVISTA DE LA FLORIDA;-33.5209428970532;-70.6013631317661
E-33-134-SN-65;PARADA 1 / (M) BELLAVISTA DE LA FLORIDA;-33.5193852540308;-70.5997732495194
E-33-298-OP-5;PARADA 8 / (M) BELLAVISTA DE LA FLORIDA;-33.5226969417949;-70.5996188899338
E-33-460-NS-2;PARADA 5 / (M) BELLAVISTA DE LA FLORIDA;-33.5222823889154;-70.597500911004
E-33-89-OP-10;PARADA 5 / (M) MACUL;-33.5100730538163;-70.590386502468
E-33-89-OP-5;PARADA 4 / (M) MACUL;-33.5102731700945;-70.5895504476234
E-33-89-PO-2;PARADA 4 / (M) PEDRERO;-33.5085948513581;-70.6126437631459
E-33-89-PO-32;PARADA 3 / (M) MACUL;-33.5108745894895;-70.5890662260458
E-34-270-NS-65;PARADA 1 / (M) PLAZA DE PUENTE ALTO;-33.6084077473994;-70.5762822121355
E-34-270-NS-70;PARADA 3 / (M) PLAZA DE PUENTE ALTO;-33.6096104549853;-70.5760238794555
E-34-294-PO-5;PARADA 2 / (M) PLAZA DE PUENTE ALTO;-33.6091620681688;-70.5744098084923
E-4-19-NS-20;PARADA 3 / (M) ZAPADORES;-33.3915502706172;-70.6425804889487
E-4-19-NS-30;PARADA 1 / (M) DORSAL;-33.3961378938455;-70.6427850760338
E-4-19-NS-45;PARADA 1 / (M) EINSTEIN;-33.4054206083592;-70.6432501327435
E-4-19-SN-55;PARADA 2 / (M) EINSTEIN;-33.4061720747392;-70.6430277269103
E-4-19-SN-70;PARADA 2 / (M) DORSAL;-33.3973038150806;-70.6425919885839
E-4-19-SN-80;PARADA 2 / (M) ZAPADORES;-33.3915442424997;-70.6423546084732
E-4-295-OP-5;PARADA 4 / (M) EINSTEIN;-33.4055480157011;-70.6438439215718
L-10-12-OP-7;ECOPELLETS;-33.385176351644;-70.8342480343024
E-4-295-PO-5;PARADA 3 / (M) EINSTEIN;-33.4057854247989;-70.6436225901866
E-4-296-OP-5;PARADA 1 / (M) ZAPADORES;-33.3906263601091;-70.6428856277429
E-4-296-PO-5;PARADA 4 / (M) ZAPADORES;-33.3909165827887;-70.6427620800784
E-4-9-OP-5;PARADA 4 / (M) DORSAL;-33.3967447239908;-70.6432695605023
E-4-9-PO-25;PARADA 3 / (M) DORSAL;-33.396895434476;-70.6434659242129
E-5-30-OP-20;PARADA 1 / PLAZA RENCA;-33.4047041936285;-70.7050197394779
E-5-30-PO-7;PARADA 4 / PLAZA RENCA;-33.4051304471823;-70.7048452783736
E-5-38-NS-5;PARADA 3 / PLAZA RENCA;-33.4051879329548;-70.70394320329
E-5-38-PO-30;PARADA 3 / NORTE SUR - DORSAL;-33.4031984789737;-70.6825398555337
E-5-38-SN-5;PARADA 2 / PLAZA RENCA;-33.4048951365586;-70.7035934113367
E-5-8-NS-27;PARADA 2 / NORTE SUR - DORSAL;-33.4027767731294;-70.6823811953112
E-7-302-NS-5;PARADA 5 / (M) A. HURTADO;-33.4546704571124;-70.6921080645257
E-7-50-NS-3;PARADA 5 / (M) ESTACION CENTRAL;-33.4518774662856;-70.6779821214915
E-7-51-NS-15;PARADA 7 / (M) A. HURTADO;-33.4532750053151;-70.691274079649
E-7-51-SN-30;PARADA 1 / (M) A. HURTADO;-33.4531910101597;-70.6908205993386
E-7-52-SN-30;PARADA 1 / (M) LAS REJAS;-33.4564799983536;-70.7054947774804
E-7-53-OP-30;PARADA 2 / (M) A. HURTADO;-33.4534628819145;-70.6900620340916
E-7-53-OP-35;PARADA 6 / (M) A. HURTADO;-33.4538204179777;-70.6916181806987
E-7-53-OP-5;PARADA 8 / (M) ESTACION CENTRAL;-33.451298193881;-70.680800345059
E-7-53-PO-10;PARADA 5 / (M) LAS REJAS;-33.4579812933979;-70.7071487694451
E-7-53-PO-15;PARADA 4 / (M) LAS REJAS;-33.4578545006273;-70.7065330288941
E-7-53-PO-20;PARADA 3 / (M) LAS REJAS;-33.4577280008091;-70.7058957781163
E-7-53-PO-25;PARADA 2 / (M) LAS REJAS;-33.4574964165198;-70.7050305362096
E-7-53-PO-50;PARADA 4 / (M) A. HURTADO;-33.4542550832985;-70.6914867630936
E-7-53-PO-55;PARADA 3 / (M) A. HURTADO;-33.4538892632159;-70.689876656369
E-7-53-PO-85;PARADA 7 / (M) ESTACION CENTRAL;-33.4508246393868;-70.6784782268384
E-7-53-PO-90;PARADA 6 / (M) ESTACION CENTRAL;-33.4508892065295;-70.6783718903824
